PARAMETERS: 
 
labelset: expert 
split: train 
lambda: 0.33 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/expert_cls_9.json 
 
F1: 0.8898178188170701 
 
              precision    recall  f1-score   support

         LOC       0.85      0.89      0.87      2239
13th                 O                    O                    O                    O                    
seed                 O                    O                    O                    O                    
Jason                B-PER                B-PER                B-PER                O                    
Stoltenberg          I-PER                I-PER                I-PER                O                    
,                    O                    O                    O                    O                    
was                  O                    O                    O                    O                    
not                  O                    O                    O                    O                    
as                   O                    O                    O                    O                    
fortunate            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
I                    O                    O                    O                    O                    
knew                 O                    O                    O                    O                    
I                    O                    O                    O                    O                    
had                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
serve                O                    O                    O                    O                    
well                 O                    O                    O                    O                    
and                  O                    O                    O                    O                    
keep                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
points               O                    O                    O                    O                    
short                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
that                 O                    O                    O                    O                    
's                   O                    O                    O                    O                    
what                 O                    O                    O                    O                    
I                    O                    O                    O                    O                    
was                  O                    O                    O                    O                    
able                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
do                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Nestor               B-PER                B-PER                B-PER                O                    
,                    O                    O                    O                    B-PER                
who                  O                    O                    O                    O                    
ranks                O                    O                    O                    O                    
10th                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
doubles              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
19-year-old          O                    O                    O                    O                    
Philippoussis        B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Sampras              B-PER                B-PER                B-PER                B-PER                
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
third                O                    O                    O                    O                    
round                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
this                 O                    O                    O                    O                    
year                 O                    O                    O                    O                    
's                   O                    O                    O                    O                    
Australian           B-MISC               B-MISC               B-MISC               O                    
Open                 I-MISC               I-MISC               I-MISC               O                    
,                    O                    O                    O                    O                    
stayed               O                    O                    O                    O                    
calm                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
nervy                O                    O                    O                    O                    
third-set            O                    O                    O                    O                    
tie                  O                    O                    O                    O                    
break                O                    O                    O                    O                    
against              O                    O                    O                    O                    
Rosset               B-PER                B-PER                B-PER                O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
ETHIOPIA             B-ORG                B-LOC                B-LOC                B-LOC                
BEAT                 O                    O                    O                    O                    
UGANDA               B-ORG                B-LOC                B-LOC                B-LOC                
ON                   O                    O                    O                    O                    
PENALTIES            O                    O                    O                    O                    
IN                   O                    O                    O                    O                    
AFRICAN              B-MISC               B-MISC               B-LOC                B-LOC                
NATIONS              I-MISC               I-MISC               I-LOC                I-LOC                
CUP                  I-MISC               I-MISC               I-LOC                I-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
(                    O                    O                    O                    O                    
halftime             O                    O                    O                    O                    
1-0                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
their                O                    O                    O                    O                    
African              B-MISC               B-MISC               B-LOC                B-LOC                
Nations              I-MISC               I-MISC               I-LOC                I-LOC                
Cup                  I-MISC               I-MISC               I-LOC                I-LOC                
preliminary          O                    O                    O                    O                    
round                O                    O                    O                    O                    
,                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MAE                  B-LOC                B-LOC                B-ORG                B-LOC                
SOT                  I-LOC                I-LOC                I-ORG                I-LOC                
,                    O                    O                    O                    O                    
Thailand             B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
two                  O                    O                    O                    O                    
were                 O                    O                    O                    O                    
wounded              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
early                O                    O                    O                    O                    
hours                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
when                 O                    O                    O                    O                    
some                 O                    O                    O                    O                    
30                   O                    O                    O                    O                    
members              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Democratic           B-ORG                B-ORG                B-ORG                B-LOC                
Karen                I-ORG                I-ORG                I-ORG                I-LOC                
Buddhist             I-ORG                I-ORG                I-ORG                I-LOC                
Army                 I-ORG                I-ORG                I-ORG                I-LOC                
(                    O                    O                    O                    O                    
DKBA                 B-ORG                B-ORG                B-ORG                B-ORG                
)                    O                    O                    O                    O                    
ambushed             O                    O                    O                    O                    
their                O                    O                    O                    O                    
patrol               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Thai                 B-MISC               B-MISC               B-MISC               B-MISC               
side                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
border               O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Burma                B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
north                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
town                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Mae                  B-LOC                B-LOC                B-LOC                B-LOC                
Sot                  I-LOC                I-LOC                I-LOC                I-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
DKBA                 B-ORG                B-ORG                B-ORG                B-ORG                
members              O                    O                    O                    O                    
have                 O                    O                    O                    O                    
since                O                    O                    O                    O                    
launched             O                    O                    O                    O                    
intermittent         O                    O                    O                    O                    
cross-border         O                    O                    O                    O                    
attacks              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Karen                B-LOC                B-MISC               O                    B-MISC               
refugee              O                    O                    O                    O                    
camps                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Thailand             B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
where                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
majority             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
inhabitants          O                    O                    O                    O                    
are                  O                    O                    O                    O                    
KNU                  B-ORG                B-ORG                B-ORG                B-ORG                
supporters           O                    O                    O                    O                    
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thai                 B-MISC               B-MISC               B-MISC               B-MISC               
villages             O                    O                    O                    O                    
and                  O                    O                    O                    O                    
police               O                    O                    O                    O                    
posts                O                    O                    O                    O                    
near                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
border               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
TENNIS               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
REVISED              O                    O                    O                    O                    
MEN                  O                    O                    O                    O                    
'S                   O                    O                    O                    O                    
DRAW                 O                    O                    O                    O                    
FOR                  O                    O                    O                    O                    
U.S.                 B-MISC               B-MISC               B-LOC                O                    
OPEN                 I-MISC               I-MISC               I-LOC                O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
YUGOSLAV             B-LOC                B-MISC               B-ORG                B-MISC               
LEAGUE               O                    O                    O                    O                    
RESULTS              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BELGRADE             B-LOC                B-LOC                B-ORG                B-MISC               
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Results              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Yugoslav             B-MISC               B-MISC               B-ORG                B-MISC               
league               O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BONN                 B-LOC                B-LOC                B-MISC               B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
Agriculture          B-ORG                B-ORG                O                    O                    
Ministry             I-ORG                I-ORG                O                    O                    
suggested            O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
that                 O                    O                    O                    O                    
consumers            O                    O                    O                    O                    
avoid                O                    O                    O                    O                    
eating               O                    O                    O                    O                    
meat                 O                    O                    O                    O                    
from                 O                    O                    O                    O                    
British              B-MISC               B-MISC               B-MISC               O                    
sheep                O                    O                    O                    B-MISC               
until                O                    O                    O                    O                    
scientists           O                    O                    O                    O                    
determine            O                    O                    O                    O                    
whether              O                    O                    O                    O                    
mad                  O                    O                    O                    O                    
cow                  O                    O                    O                    O                    
disease              O                    O                    O                    O                    
can                  O                    O                    O                    O                    
be                   O                    O                    O                    O                    
transmitted          O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
animals              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
Until                O                    O                    O                    O                    
this                 O                    O                    O                    O                    
is                   O                    O                    O                    O                    
cleared              O                    O                    O                    O                    
up                   O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
European             B-ORG                B-ORG                B-ORG                B-ORG                
Union                I-ORG                I-ORG                I-ORG                I-ORG                
's                   O                    O                    O                    O                    
scientific           O                    O                    O                    O                    
panels               O                    O                    O                    O                    
--                   O                    O                    O                    O                    
and                  O                    O                    O                    O                    
we                   O                    O                    O                    O                    
have                 O                    O                    O                    O                    
asked                O                    O                    O                    O                    
this                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
be                   O                    O                    O                    O                    
done                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
quickly              O                    O                    O                    O                    
as                   O                    O                    O                    O                    
possible             O                    O                    O                    O                    
--                   O                    O                    O                    O                    
(                    O                    O                    O                    O                    
consumers            O                    O                    O                    O                    
)                    O                    O                    O                    O                    
should               O                    O                    O                    O                    
if                   O                    O                    O                    O                    
at                   O                    O                    O                    O                    
all                  O                    O                    O                    O                    
possible             O                    O                    O                    O                    
give                 O                    O                    O                    O                    
preference           O                    O                    O                    O                    
to                   O                    O                    O                    O                    
sheepmeat            O                    O                    O                    O                    
from                 O                    O                    O                    O                    
other                O                    O                    O                    O                    
countries            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
ministry             O                    O                    O                    O                    
official             O                    O                    O                    O                    
Werner               B-PER                B-PER                B-PER                O                    
Zwingmann            I-PER                I-PER                I-PER                O                    
told                 O                    O                    O                    O                    
ZDF                  B-ORG                B-ORG                B-ORG                O                    
television           O                    O                    O                    B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
EU                   B-ORG                B-ORG                B-ORG                B-ORG                
Farm                 O                    O                    O                    O                    
Commissioner         O                    O                    O                    O                    
Franz                B-PER                B-PER                B-PER                O                    
Fischler             I-PER                I-PER                I-PER                O                    
had                  O                    O                    O                    O                    
proposed             O                    O                    O                    O                    
banning              O                    O                    O                    O                    
sheep                O                    O                    O                    O                    
brains               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
spleens              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
spinal               O                    O                    O                    O                    
cords                O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
human                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
animal               O                    O                    O                    O                    
food                 O                    O                    O                    O                    
chains               O                    O                    O                    O                    
after                O                    O                    O                    O                    
reports              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
France               B-LOC                B-LOC                B-LOC                B-LOC                
that                 O                    O                    O                    O                    
under                O                    O                    O                    O                    
laboratory           O                    O                    O                    O                    
conditions           O                    O                    O                    O                    
sheep                O                    O                    O                    O                    
could                O                    O                    O                    O                    
contract             O                    O                    O                    O                    
Bovine               B-MISC               B-MISC               B-MISC               B-MISC               
Spongiform           I-MISC               I-MISC               I-MISC               I-MISC               
Encephalopathy       I-MISC               I-MISC               I-MISC               I-MISC               
(                    O                    O                    O                    O                    
BSE                  B-MISC               B-MISC               B-MISC               B-MISC               
)                    O                    O                    O                    O                    
--                   O                    O                    O                    O                    
mad                  O                    O                    O                    O                    
cow                  O                    O                    O                    O                    
disease              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
CHAMPIONS            O                    O                    O                    O                    
PORTO                B-ORG                B-LOC                B-LOC                B-PER                
KICK                 O                    O                    O                    O                    
OFF                  O                    O                    O                    O                    
SEASON               O                    O                    O                    O                    
WITH                 O                    O                    O                    O                    
A                    O                    O                    O                    O                    
DRAW                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LISBON               B-LOC                B-LOC                B-LOC                B-ORG                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Setubal              B-ORG                B-ORG                B-ORG                B-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
put                  O                    O                    O                    O                    
on                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
skilful              O                    O                    O                    O                    
counter-attack       O                    O                    O                    O                    
throughout           O                    O                    O                    O                    
the                  O                    O                    O                    O                    
game                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
opened               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
scoring              O                    O                    O                    O                    
16                   O                    O                    O                    O                    
minutes              O                    O                    O                    O                    
into                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
match                O                    O                    O                    O                    
when                 O                    O                    O                    O                    
an                   O                    O                    O                    O                    
unmarked             O                    O                    O                    O                    
Chiquinho            B-PER                B-PER                B-PER                B-PER                
Conde                I-PER                I-PER                I-PER                I-PER                
shot                 O                    O                    O                    O                    
around               O                    O                    O                    O                    
Porto                B-ORG                B-ORG                B-ORG                B-ORG                
's                   O                    O                    O                    O                    
new                  O                    O                    O                    O                    
Polish               B-MISC               B-MISC               B-MISC               O                    
keeper               O                    O                    O                    B-MISC               
Andrejez             B-PER                B-PER                B-PER                O                    
Wozniak              I-PER                I-PER                I-PER                O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Benfica              B-ORG                B-ORG                B-ORG                B-ORG                
dominated            O                    O                    O                    O                    
the                  O                    O                    O                    O                    
game                 O                    O                    O                    O                    
but                  O                    O                    O                    O                    
their                O                    O                    O                    O                    
lack                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
first-class          O                    O                    O                    O                    
striker              O                    O                    O                    O                    
was                  O                    O                    O                    O                    
apparent             O                    O                    O                    O                    
throughout           O                    O                    O                    O                    
and                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
30th                 O                    O                    O                    O                    
minute               O                    O                    O                    O                    
they                 O                    O                    O                    O                    
lost                 O                    O                    O                    O                    
key                  O                    O                    O                    O                    
Brazilian            B-MISC               B-MISC               B-MISC               B-MISC               
midfielder           O                    O                    O                    O                    
