PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_5.json 
 
F1: 0.5710761278195489 
 
              precision    recall  f1-score   support

         LOC       0.55      0.84      0.67      2239
 
Twente               B-ORG                B-PER                B-PER                B-ORG                
Enschede             I-ORG                B-LOC                B-LOC                B-LOC                
1                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Hoogma               B-PER                B-ORG                B-ORG                B-ORG                
30th                 O                    I-ORG                I-ORG                I-ORG                
)                    O                    O                    O                    O                    
Roda                 B-ORG                B-ORG                B-ORG                B-ORG                
JC                   I-ORG                I-ORG                I-ORG                I-ORG                
Kerkrade             I-ORG                I-ORG                I-ORG                I-ORG                
1                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Roelofsen            B-PER                O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PSV                  B-ORG                B-ORG                B-ORG                B-ORG                
Eindhoven            I-ORG                I-ORG                I-ORG                I-ORG                
4                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Faber                B-PER                B-PER                B-ORG                B-PER                
32nd                 O                    I-PER                I-ORG                I-PER                
,                    O                    O                    O                    O                    
Nilis                B-PER                B-ORG                B-LOC                B-PER                
63rd                 O                    O                    O                    O                    
79th                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Petrovic             B-PER                B-PER                B-PER                B-PER                
78th                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Willem               B-ORG                B-PER                B-ORG                B-ORG                
II                   I-ORG                I-PER                I-ORG                I-ORG                
Tilburg              I-ORG                I-PER                I-ORG                I-ORG                
0                    O                    O                    O                    O                    
Fortuna              B-ORG                B-ORG                B-ORG                B-ORG                
Sittard              I-ORG                I-ORG                I-ORG                I-ORG                
1                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Hamming              B-PER                O                    O                    O                    
65th                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Heerenveen           B-ORG                B-LOC                B-LOC                B-LOC                
2                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Wouden               B-PER                B-PER                B-LOC                B-PER                
53rd                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Dahl                 B-PER                B-LOC                B-LOC                B-PER                
Tomasson             I-PER                B-PER                B-LOC                B-PER                
74th                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    
Ajax                 B-ORG                B-PER                B-LOC                B-PER                
Amsterdam            I-ORG                O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
PSV                  B-ORG                B-ORG                B-ORG                B-LOC                
BEAT                 O                    B-ORG                B-LOC                B-ORG                
GRONINGEN            B-ORG                B-LOC                B-LOC                B-ORG                
4-1                  O                    O                    O                    O                    
TO                   O                    O                    O                    O                    
PULL                 O                    O                    O                    O                    
AWAY                 O                    O                    O                    O                    
FROM                 O                    B-ORG                B-LOC                B-ORG                
AJAX                 B-ORG                B-ORG                B-LOC                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PSV                  B-ORG                B-LOC                B-ORG                B-LOC                
and                  O                    O                    O                    O                    
Vitesse              B-ORG                B-LOC                B-ORG                B-ORG                
Arnhem               I-ORG                I-LOC                I-ORG                I-ORG                
are                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
only                 O                    O                    O                    O                    
unbeaten             O                    O                    O                    O                    
teams                O                    O                    O                    O                    
after                O                    O                    O                    O                    
two                  O                    O                    O                    O                    
rounds               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Dutch                B-MISC               B-MISC               B-MISC               B-MISC               
league               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PSV                  B-ORG                B-ORG                B-ORG                B-LOC                
took                 O                    O                    O                    O                    
control              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
half                 O                    O                    O                    O                    
but                  O                    B-ORG                B-ORG                B-ORG                
could                O                    O                    O                    O                    
not                  O                    O                    O                    O                    
score                O                    O                    O                    O                    
until                O                    O                    O                    O                    
Groningen            B-ORG                B-LOC                B-LOC                B-LOC                
striker              O                    O                    O                    O                    
Romano               B-PER                B-PER                B-PER                B-PER                
Sion                 I-PER                I-PER                I-PER                I-PER                
was                  O                    O                    O                    O                    
sent                 O                    O                    O                    O                    
off                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
58th                 O                    O                    O                    O                    
minute               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Five                 O                    O                    O                    O                    
minutes              O                    O                    O                    O                    
after                O                    O                    O                    O                    
his                  O                    O                    O                    O                    
dimissal             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Nilis                B-PER                B-ORG                B-ORG                B-PER                
gave                 O                    O                    O                    O                    
PSV                  B-ORG                B-LOC                B-ORG                B-LOC                
the                  O                    O                    O                    O                    
lead                 O                    O                    O                    O                    
and                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
final                O                    O                    O                    O                    
15                   O                    O                    O                    O                    
minutes              O                    O                    O                    O                    
he                   O                    O                    O                    O                    
added                O                    O                    O                    O                    
another              O                    O                    O                    O                    
as                   O                    O                    O                    O                    
did                  O                    O                    O                    O                    
Zeljko               B-PER                B-PER                B-PER                B-PER                
Petrovic             I-PER                I-PER                I-PER                I-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Vitesse              B-ORG                B-ORG                B-ORG                B-ORG                
Arnhem               I-ORG                I-ORG                I-ORG                I-ORG                
upstaged             O                    O                    O                    O                    
Utrecht              B-ORG                B-LOC                B-LOC                B-LOC                
1-0                  O                    O                    O                    O                    
despite              O                    O                    O                    O                    
ending               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
match                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
only                 O                    O                    O                    O                    
nine                 O                    O                    O                    O                    
men                  O                    O                    O                    O                    
following            O                    O                    O                    O                    
the                  O                    O                    O                    O                    
dismissal            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
defenders            O                    O                    O                    O                    
Raymond              B-PER                B-PER                B-PER                B-PER                
Atteveld             I-PER                I-PER                I-PER                I-PER                
and                  O                    O                    O                    O                    
Erwin                B-PER                B-PER                B-PER                B-PER                
van                  I-PER                B-LOC                B-LOC                B-PER                
der                  I-PER                B-PER                B-PER                B-PER                
Looi                 I-PER                I-PER                I-PER                I-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Gaston               B-PER                B-PER                B-PER                B-PER                
Taument              I-PER                I-PER                I-PER                I-PER                
scored               O                    O                    O                    O                    
twice                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
newly                O                    O                    O                    O                    
signed               O                    O                    O                    O                    
Argentine            B-MISC               B-MISC               B-MISC               B-MISC               
Pablo                B-PER                B-PER                B-PER                B-PER                
Sanchez              I-PER                I-PER                I-PER                I-PER                
once                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Feyenoord            B-ORG                B-LOC                B-PER                B-ORG                
Rotterdam            I-ORG                I-LOC                I-PER                I-ORG                
's                   O                    I-LOC                I-PER                I-ORG                
3-0                  O                    O                    O                    O                    
victory              O                    O                    O                    O                    
over                 O                    O                    O                    O                    
Volendam             B-ORG                B-LOC                B-LOC                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MOUNTAIN             B-LOC                B-ORG                B-LOC                B-LOC                
VIEW                 I-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
Calif.               B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
fledgling            O                    O                    O                    O                    
company              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
established          O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
ground-floor         O                    O                    O                    O                    
office               O                    O                    O                    O                    
here                 O                    O                    O                    O                    
over                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
last                 O                    O                    O                    O                    
two                  O                    O                    O                    O                    
weeks                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
has                  O                    O                    O                    O                    
received             O                    O                    O                    O                    
venture              O                    O                    O                    O                    
financing            O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Bessemer             B-ORG                B-ORG                B-ORG                B-ORG                
Venture              I-ORG                I-ORG                I-ORG                I-ORG                
Partners             I-ORG                I-ORG                I-ORG                I-ORG                
of                   O                    B-MISC               B-MISC               B-ORG                
Menlo                B-LOC                B-LOC                B-LOC                B-LOC                
Park                 I-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
Calif                B-LOC                B-LOC                B-LOC                B-LOC                
..                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
David                B-PER                B-PER                B-PER                B-PER                
Cowan                I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
Internet             B-ORG                O                    O                    O                    
Startup              I-ORG                O                    O                    O                    
founder              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
acting               O                    O                    O                    O                    
chief                O                    O                    O                    O                    
executive            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
is                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
general              O                    O                    O                    O                    
partner              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Bessemer             B-ORG                B-LOC                B-LOC                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
startup              O                    O                    O                    O                    
company              O                    O                    O                    O                    
's                   O                    O                    O                    O                    
acting               O                    O                    O                    O                    
chairman             O                    O                    O                    O                    
is                   O                    O                    O                    O                    
Jim                  B-PER                B-PER                B-PER                B-ORG                
Bidzos               I-PER                I-PER                I-PER                I-ORG                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
president            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
RSA                  B-ORG                B-ORG                B-ORG                B-ORG                
Data                 I-ORG                I-ORG                I-ORG                I-ORG                
Security             I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
unit                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Security             B-ORG                B-ORG                B-ORG                B-ORG                
Dynamics             I-ORG                I-ORG                I-ORG                I-ORG                
Technologies         I-ORG                I-ORG                I-ORG                I-ORG                
Inc.                 I-ORG                I-ORG                I-ORG                I-ORG                
as                   O                    O                    O                    O                    
well                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
chairman             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
VeriSign             B-ORG                B-ORG                B-ORG                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Internet             B-ORG                O                    O                    O                    
Startup              I-ORG                B-ORG                B-ORG                B-ORG                
,                    O                    O                    O                    O                    
which                O                    O                    O                    O                    
opened               O                    O                    O                    O                    
its                  O                    O                    O                    O                    
doors                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
about                O                    O                    O                    O                    
half                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
dozen                O                    O                    O                    O                    
initial              O                    O                    O                    O                    
employees            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
combines             O                    O                    O                    O                    
experience           O                    O                    O                    O                    
at                   O                    O                    O                    O                    
JavaSoft             B-ORG                B-ORG                B-ORG                B-ORG                
,                    O                    O                    O                    O                    
Apple                B-ORG                B-ORG                B-ORG                B-ORG                
Computer             I-ORG                I-ORG                I-ORG                I-ORG                
Inc.                 I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
Oracle               B-ORG                B-ORG                B-MISC               B-ORG                
Systems              I-ORG                I-ORG                I-MISC               I-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
Java                 B-MISC               B-LOC                B-LOC                B-LOC                
portends             O                    O                    O                    O                    
dramatic             O                    O                    O                    O                    
changes              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
way                  O                    O                    O                    O                    
we                   O                    O                    O                    O                    
use                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Internet             B-MISC               O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Hong                 B-PER                B-PER                B-PER                B-PER                
Bui                  I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
vice                 O                    O                    O                    O                    
president            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
engineering          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
new                  O                    O                    O                    O                    
company              O                    O                    O                    O                    
after                O                    O                    O                    O                    
serving              O                    O                    O                    O                    
as                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
senior               O                    O                    O                    O                    
engineer             O                    O                    O                    O                    
at                   O                    O                    O                    O                    
JavaSoft             B-ORG                B-MISC               B-ORG                B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Java                 B-MISC               B-LOC                B-LOC                B-LOC                
is                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
computer             O                    O                    O                    O                    
programming          O                    O                    O                    O                    
language             O                    O                    O                    O                    
introduced           O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Sun                  B-ORG                B-ORG                B-ORG                B-ORG                
Microsystems         I-ORG                I-ORG                I-ORG                I-ORG                
in                   O                    O                    O                    O                    
mid-1995             O                    B-PER                B-LOC                B-PER                
which                O                    O                    O                    O                    
has                  O                    O                    O                    O                    
immediately          O                    O                    O                    O                    
captured             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
attention            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
industry             O                    O                    O                    O                    
for                  O                    O                    O                    O                    
its                  O                    O                    O                    O                    
ability              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
operate              O                    O                    O                    O                    
across               O                    O                    O                    O                    
virtually            O                    O                    O                    O                    
all                  O                    O                    O                    O                    
computer             O                    O                    O                    O                    
system               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
relatively           O                    O                    O                    O                    
secure               O                    O                    O                    O                    
manner               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Just                 O                    O                    O                    O                    
last                 O                    O                    O                    O                    
week                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Sun                  B-ORG                B-ORG                B-ORG                B-ORG                
Microsystems         I-ORG                I-ORG                I-ORG                I-ORG                
and                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Silicon              B-LOC                B-LOC                B-LOC                B-LOC                
Valley               I-LOC                I-LOC                I-LOC                I-LOC                
venture              O                    O                    O                    O                    
capital              O                    O                    O                    O                    
giant                O                    O                    O                    O                    
Kleiner              B-ORG                B-ORG                B-ORG                B-ORG                
Perkins              I-ORG                I-ORG                I-ORG                I-ORG                
Caufield             I-ORG                I-ORG                I-ORG                I-ORG                
&                    I-ORG                I-ORG                I-ORG                I-ORG                
Byers                I-ORG                I-ORG                I-ORG                I-ORG                
said                 O                    O                    O                    O                    
they                 O                    O                    O                    O                    
had                  O                    O                    O                    O                    
completed            O                    O                    O                    O                    
financing            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
$                    O                    O                    O                    O                    
100                  O                    O                    O                    O                    
million              O                    O                    O                    O                    
fund                 O                    O                    O                    O                    
managed              O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Kleiner              B-ORG                B-PER                B-PER                B-ORG                
Perkins              I-ORG                I-PER                I-PER                I-ORG                
to                   O                    O                    O                    O                    
fund                 O                    O                    O                    O                    
startups             O                    O                    O                    O                    
developing           O                    O                    O                    O                    
Java                 B-MISC               B-LOC                B-LOC                B-LOC                
technologies         O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Prasad               B-PER                B-PER                B-PER                B-PER                
Wagle                I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
another              O                    O                    O                    O                    
former               O                    O                    O                    O                    
senior               O                    O                    O                    O                    
JavaSoft             B-ORG                B-MISC               B-ORG                B-MISC               
