PARAMETERS: 
 
labelset: original 
split: train 
lambda: 0 
k: 3 
 
 
CLS: 
 
Run 1: 
 
File: ./results/original_cls_4.json 
 
F1: 0.8215968261839821 
 
              precision    recall  f1-score   support

         LOC       0.78      0.80      0.79      2239
eight                O                    O                    O                    O                    
people               O                    O                    O                    O                    
hostage              O                    O                    O                    O                    
after                O                    O                    O                    O                    
taking               O                    O                    O                    O                    
over                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
village              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
country              O                    O                    O                    O                    
's                   O                    O                    O                    O                    
northeastern         O                    O                    O                    O                    
jungle               O                    O                    O                    O                    
region               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
anti-                O                    O                    O                    O                    
terrorist            O                    O                    O                    O                    
police               O                    O                    O                    O                    
sources              O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
For                  O                    O                    O                    O                    
three                O                    O                    O                    O                    
hours                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Tuesday              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
around               O                    O                    O                    O                    
100                  O                    O                    O                    O                    
members              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Maoist               B-MISC               B-MISC               B-LOC                B-ORG                
rebel                O                    O                    O                    O                    
group                O                    O                    O                    O                    
Shining              B-ORG                B-ORG                B-ORG                B-ORG                
Path                 I-ORG                I-ORG                I-ORG                I-ORG                
took                 O                    O                    O                    O                    
control              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Alomella             B-LOC                B-LOC                B-LOC                B-LOC                
Robles               I-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
small                O                    O                    O                    O                    
village              O                    O                    O                    O                    
about                O                    O                    O                    O                    
345                  O                    O                    O                    O                    
miles                O                    O                    O                    O                    
(                    O                    O                    O                    O                    
550                  O                    O                    O                    O                    
km                   O                    O                    O                    O                    
)                    O                    O                    O                    O                    
northeast            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Lima                 B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
sources              O                    O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
In                   O                    O                    O                    O                    
recent               O                    O                    O                    O                    
months               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Shining              B-ORG                B-ORG                B-ORG                B-ORG                
Path                 I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
severely             O                    O                    O                    O                    
weakened             O                    O                    O                    O                    
since                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
1992                 O                    O                    O                    O                    
capture              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
its                  O                    O                    O                    O                    
leader               O                    O                    O                    O                    
Abimael              B-PER                B-PER                B-LOC                B-LOC                
Guzman               I-PER                I-PER                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
stepping             O                    O                    O                    O                    
up                   O                    O                    O                    O                    
both                 O                    O                    O                    O                    
its                  O                    O                    O                    O                    
military             O                    O                    O                    O                    
and                  O                    O                    O                    O                    
propaganda           O                    O                    O                    O                    
activities           O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
KIEV                 B-LOC                B-LOC                B-PER                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
celebrates           O                    O                    O                    O                    
five                 O                    O                    O                    O                    
years                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
independence         O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Kremlin              B-ORG                B-LOC                B-PER                B-PER                
rule                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Saturday             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
hailing              O                    O                    O                    O                    
civil                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
inter-ethnic         O                    O                    O                    O                    
peace                O                    O                    O                    O                    
as                   O                    O                    O                    O                    
its                  O                    O                    O                    O                    
main                 O                    O                    O                    O                    
post-Soviet          B-MISC               B-MISC               B-MISC               B-MISC               
achievement          O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
declaration          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
independence         O                    O                    O                    O                    
in                   O                    O                    O                    O                    
1991                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
backed               O                    O                    O                    O                    
nine-to-one          O                    O                    O                    O                    
by                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
referendum           O                    O                    O                    O                    
in                   O                    O                    O                    O                    
December             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
that                 O                    O                    O                    O                    
year                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
effectively          O                    O                    O                    O                    
dealt                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
death                O                    O                    O                    O                    
blow                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Soviet               B-MISC               B-MISC               B-MISC               B-MISC               
empire               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
ended                O                    O                    O                    O                    
more                 O                    O                    O                    O                    
than                 O                    O                    O                    O                    
three                O                    O                    O                    O                    
centuries            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
rule                 O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Moscow               B-LOC                B-LOC                B-LOC                B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
with                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
community            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
11                   O                    O                    O                    O                    
million              O                    O                    O                    O                    
people               O                    O                    O                    O                    
--                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
world                O                    O                    O                    O                    
's                   O                    O                    O                    O                    
largest              O                    O                    O                    O                    
outside              O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-LOC                B-LOC                
--                   O                    O                    O                    O                    
has                  O                    O                    O                    O                    
avoided              O                    O                    O                    O                    
conflicts            O                    O                    O                    O                    
like                 O                    O                    O                    O                    
those                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
Chechnya             B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
neighbouring         O                    O                    O                    O                    
Moldova              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
former               O                    O                    O                    O                    
Soviet               B-MISC               B-MISC               B-MISC               B-MISC               
republics            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Georgia              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Azerbaijan           B-LOC                B-LOC                B-PER                B-LOC                
and                  O                    O                    O                    O                    
Tajikistan           B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Kuchma               B-PER                B-PER                B-PER                B-PER                
told                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
solemn               O                    O                    O                    O                    
ceremony             O                    O                    O                    O                    
at                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Ukraina              B-LOC                B-LOC                B-PER                B-PER                
Palace               I-LOC                I-LOC                I-PER                I-PER                
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
that                 O                    O                    O                    O                    
"                    O                    O                    O                    O                    
there                O                    O                    O                    O                    
was                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
turning              O                    O                    O                    O                    
point                O                    O                    O                    O                    
"                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
reforms              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
that                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
expected             O                    O                    O                    O                    
a                    O                    O                    O                    O                    
rise                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
standard             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
living               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
near                 O                    O                    O                    O                    
future               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
There                O                    O                    O                    O                    
is                   O                    O                    O                    O                    
no                   O                    O                    O                    O                    
doubt                O                    O                    O                    O                    
that                 O                    O                    O                    O                    
economic             O                    O                    O                    O                    
growth               O                    O                    O                    O                    
has                  O                    O                    O                    O                    
already              O                    O                    O                    O                    
started              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Adelbert             B-PER                B-PER                B-PER                B-LOC                
Knobl                I-PER                I-PER                I-PER                I-LOC                
,                    O                    O                    O                    O                    
head                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
International        B-ORG                B-ORG                B-ORG                B-PER                
Monetary             I-ORG                I-ORG                I-ORG                I-PER                
Fund                 I-ORG                I-ORG                I-ORG                I-PER                
's                   O                    O                    O                    O                    
mission              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Proud                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
its                  O                    O                    O                    O                    
record               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
promptly             O                    O                    O                    O                    
joining              O                    O                    O                    O                    
both                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Council              B-ORG                B-ORG                B-ORG                B-ORG                
of                   I-ORG                I-ORG                I-ORG                I-ORG                
Europe               I-ORG                I-ORG                I-ORG                I-ORG                
and                  O                    O                    O                    O                    
NATO                 B-ORG                B-ORG                B-ORG                B-ORG                
's                   O                    O                    O                    O                    
Partnership          B-ORG                B-MISC               B-ORG                B-ORG                
for                  I-ORG                I-MISC               I-ORG                I-ORG                
Peace                I-ORG                I-MISC               I-ORG                I-ORG                
,                    O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-PER                
caused               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
foreign              O                    O                    O                    O                    
policy               O                    O                    O                    O                    
wrangle              O                    O                    O                    O                    
this                 O                    O                    O                    O                    
week                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
offending            O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
by                   O                    O                    O                    O                    
allowing             O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Taiwanese            B-MISC               B-MISC               B-MISC               B-PER                
minister             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
appear               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
public               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
if                   O                    O                    O                    O                    
unofficial           O                    O                    O                    O                    
visit                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Kiev                 B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
Foreign              O                    O                    O                    O                    
Minister             O                    O                    O                    O                    
Hennady              B-PER                B-PER                B-PER                B-PER                
Udovenko             I-PER                I-PER                I-PER                I-PER                
said                 O                    O                    O                    O                    
Beijing              B-LOC                B-LOC                B-LOC                B-PER                
was                  O                    O                    O                    O                    
overreacting         O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
But                  O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
seeing               O                    O                    O                    O                    
itself               O                    O                    O                    O                    
as                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
bridge               O                    O                    O                    O                    
between              O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
rapidly              O                    O                    O                    O                    
Westernising         B-MISC               B-MISC               B-MISC               B-ORG                
countries            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
eastern              O                    O                    O                    O                    
Europe               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
is                   O                    O                    O                    O                    
looking              O                    O                    O                    O                    
West                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
well                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
East                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
strategic            O                    O                    O                    O                    
aim                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
European             B-MISC               B-MISC               B-MISC               B-MISC               
integration          O                    O                    O                    O                    
should               O                    O                    O                    O                    
not                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
any                  O                    O                    O                    O                    
way                  O                    O                    O                    O                    
damage               O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
interests            O                    O                    O                    O                    
in                   O                    O                    O                    O                    
post-Soviet          B-MISC               B-MISC               B-MISC               B-LOC                
areas                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
A                    O                    O                    O                    O                    
message              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
West                 O                    O                    O                    O                    
this                 O                    O                    O                    O                    
week                 O                    O                    O                    O                    
from                 O                    O                    O                    O                    
U.S.                 B-LOC                B-LOC                B-PER                B-PER                
President            O                    O                    O                    O                    
Bill                 B-PER                B-PER                B-LOC                B-PER                
Clinton              I-PER                I-PER                I-LOC                I-PER                
congratulated        O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
anniversary          O                    O                    O                    O                    
,                    O                    O                    O                    O                    
promising            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
support              O                    O                    O                    O                    
market               O                    O                    O                    O                    
reforms              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
praising             O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
as                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
stabilising          O                    O                    O                    O                    
factor               O                    O                    O                    O                    
"                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
united               O                    O                    O                    O                    
Europe               B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
TAIBE                B-LOC                B-LOC                B-LOC                B-PER                
,                    O                    O                    O                    O                    
Israel               B-LOC                B-LOC                B-LOC                B-LOC                
